n_fold,k,score_function,algorithm,accuracy,precision,recall,f-measure
0,1,chi2,NaiveBayes,0.6625659050966608,0.7301769331585846,0.6649183285145921,0.6377238360525268
0,1,chi2,KNN,0.4956063268892794,0.2478031634446397,0.5,0.3313748531139835
0,1,chi2,RandomForest,0.6625659050966608,0.7301769331585846,0.6649183285145921,0.6377238360525268
0,1,chi2,LogisticRegression,0.6625659050966608,0.7301769331585846,0.6649183285145921,0.6377238360525268
0,1,chi2,DecisionTree,0.6625659050966608,0.7301769331585846,0.6649183285145921,0.6377238360525268
0,1,chi2,SimpleLogistic,0.6625659050966608,0.7301769331585846,0.6649183285145921,0.6377238360525268
0,1,chi2,JRIP,0.4938488576449912,0.24735915492957747,0.49822695035460995,0.3305882352941176
1,1,chi2,NaiveBayes,0.6625659050966608,0.7373422420193021,0.6580326248146318,0.6299186991869918
1,1,chi2,KNN,0.507908611599297,0.2539543057996485,0.5,0.3368298368298368
1,1,chi2,RandomForest,0.6625659050966608,0.7373422420193021,0.6580326248146318,0.6299186991869918
1,1,chi2,LogisticRegression,0.6625659050966608,0.7373422420193021,0.6580326248146318,0.6299186991869918
1,1,chi2,DecisionTree,0.6625659050966608,0.7373422420193021,0.6580326248146318,0.6299186991869918
1,1,chi2,SimpleLogistic,0.6625659050966608,0.7373422420193021,0.6580326248146318,0.6299186991869918
1,1,chi2,JRIP,0.5061511423550088,0.2535211267605634,0.4982698961937716,0.33605600933488916
2,1,chi2,NaiveBayes,0.6625659050966608,0.7378623383138057,0.6640391410709432,0.6347588863034583
2,1,chi2,KNN,0.4973637961335677,0.24868189806678384,0.5,0.33215962441314556
2,1,chi2,RandomForest,0.6625659050966608,0.7378623383138057,0.6640391410709432,0.6347588863034583
2,1,chi2,LogisticRegression,0.6625659050966608,0.7378623383138057,0.6640391410709432,0.6347588863034583
2,1,chi2,DecisionTree,0.6625659050966608,0.7378623383138057,0.6640391410709432,0.6347588863034583
2,1,chi2,SimpleLogistic,0.6625659050966608,0.7378623383138057,0.6640391410709432,0.6347588863034583
2,1,chi2,JRIP,0.4956063268892794,0.2482394366197183,0.49823321554770317,0.33137485311398357
3,1,chi2,NaiveBayes,0.6467486818980668,0.71186117467582,0.6510257043994068,0.6211152963158052
3,1,chi2,KNN,0.492091388400703,0.2460456942003515,0.5,0.3297997644287397
3,1,chi2,RandomForest,0.6467486818980668,0.71186117467582,0.6510257043994068,0.6211152963158052
3,1,chi2,LogisticRegression,0.6467486818980668,0.71186117467582,0.6510257043994068,0.6211152963158052
3,1,chi2,DecisionTree,0.6467486818980668,0.71186117467582,0.6510257043994068,0.6211152963158052
3,1,chi2,SimpleLogistic,0.6467486818980668,0.71186117467582,0.6510257043994068,0.6211152963158052
3,1,chi2,JRIP,0.4903339191564148,0.24559859154929578,0.4982142857142857,0.3290094339622642
4,1,chi2,NaiveBayes,0.6502636203866432,0.7327745559985501,0.6588329128950883,0.6233881133650638
4,1,chi2,KNN,0.4850615114235501,0.24253075571177504,0.5,0.32662721893491126
4,1,chi2,RandomForest,0.6502636203866432,0.7327745559985501,0.6588329128950883,0.6233881133650638
4,1,chi2,LogisticRegression,0.6502636203866432,0.7327745559985501,0.6588329128950883,0.6233881133650638
4,1,chi2,DecisionTree,0.6502636203866432,0.7327745559985501,0.6588329128950883,0.6233881133650638
4,1,chi2,SimpleLogistic,0.6502636203866432,0.7327745559985501,0.6588329128950883,0.6233881133650638
4,1,chi2,JRIP,0.4833040421792619,0.2420774647887324,0.49818840579710144,0.32582938388625593
5,1,chi2,NaiveBayes,0.6432337434094904,0.7143920068027211,0.6495957872876956,0.6165882739551418
5,1,chi2,KNN,0.48857644991212656,0.24428822495606328,0.5,0.3282172373081464
5,1,chi2,RandomForest,0.6432337434094904,0.7143920068027211,0.6495957872876956,0.6165882739551418
5,1,chi2,LogisticRegression,0.6432337434094904,0.7143920068027211,0.6495957872876956,0.6165882739551418
5,1,chi2,DecisionTree,0.6432337434094904,0.7143920068027211,0.6495957872876956,0.6165882739551418
5,1,chi2,SimpleLogistic,0.6432337434094904,0.7143920068027211,0.6495957872876956,0.6165882739551418
5,1,chi2,JRIP,0.4868189806678383,0.2438380281690141,0.4982014388489209,0.32742316784869974
6,1,chi2,NaiveBayes,0.6866197183098591,0.7436352543124964,0.6644576734434086,0.6489785715277682
6,1,chi2,KNN,0.5404929577464789,0.27024647887323944,0.5,0.3508571428571428
6,1,chi2,RandomForest,0.6866197183098591,0.7436352543124964,0.6644576734434086,0.6489785715277682
6,1,chi2,LogisticRegression,0.6866197183098591,0.7436352543124964,0.6644576734434086,0.6489785715277682
6,1,chi2,DecisionTree,0.6866197183098591,0.7436352543124964,0.6644576734434086,0.6489785715277682
6,1,chi2,SimpleLogistic,0.6866197183098591,0.7436352543124964,0.6644576734434086,0.6489785715277682
6,1,chi2,JRIP,0.5387323943661971,0.2698412698412698,0.498371335504886,0.3501144164759725
7,1,chi2,NaiveBayes,0.6830985915492958,0.7594986712633771,0.6792162698412698,0.6550374519198326
7,1,chi2,KNN,0.5070422535211268,0.2535211267605634,0.5,0.3364485981308411
7,1,chi2,RandomForest,0.6830985915492958,0.7594986712633771,0.6792162698412698,0.6550374519198326
7,1,chi2,LogisticRegression,0.6830985915492958,0.7594986712633771,0.6792162698412698,0.6550374519198326
7,1,chi2,DecisionTree,0.6830985915492958,0.7594986712633771,0.6792162698412698,0.6550374519198326
7,1,chi2,SimpleLogistic,0.6830985915492958,0.7594986712633771,0.6792162698412698,0.6550374519198326
