Accuracy,Precision,Recall,F1_Score,RoC_AuC,Modelo,Método LR,Método SigAPI,Método RFG,Método SigPID,Método JOWMDroid,Dataset,Combinação
93.91472037711593,56.52173913043478,0.4572634540977841,0.9071877180739708,50.217223234567086,SVM,0,0,0,1,0,sigpid_motodroid_intents,SigPID
93.90829226483822,0.0,0.0,0.0,50.0,RF,0,0,0,1,0,sigpid_motodroid_api_calls,SigPID
96.840755902907,95.3467618561958,73.53982300884955,83.03541689796825,86.5590799617155,RF,0,0,0,1,0,sigpid_androcrawl_api_calls,SigPID
89.48744986147294,66.66666666666666,0.0196656833824975,0.0393197680133687,50.00925522102629,RF,0,0,0,1,0,sigpid_androcrawl_permissions,SigPID
96.55493482309124,97.1214953271028,93.45323741007196,95.25206232813932,95.91403955771644,RF,0,0,0,1,0,sigpid_drebin_215_permissions,SigPID
79.22319765895185,75.577488450231,64.73021582733813,69.73454756830073,76.22855240501562,RF,0,0,0,1,0,sigpid_drebin_215_intents,SigPID
96.81697886945376,95.14835094868204,73.47099311701082,82.9162736503357,86.51542308515683,RF,0,0,0,1,0,sigpid_androcrawl_all,SigPID
67.6443202979516,55.066336200612334,67.93165467625899,60.82615347451485,67.70369141579938,RF,0,0,0,1,0,sigpid_drebin_215_commands,SigPID
97.2789568225667,98.6573373676248,93.91539153915392,96.22798118601862,96.58306512373484,RF,0,0,0,1,0,sigpid_drebin_215_all,SigPID
93.91472037711593,56.52173913043478,0.4572634540977841,0.9071877180739708,50.217223234567086,RF,0,0,0,1,0,sigpid_motodroid_intents,SigPID
95.24981704477412,95.9559521549269,90.98109810981096,93.40232858990944,94.3666571173791,RF,0,0,0,1,0,sigpid_drebin_215_api_calls_limpo,SigPID
93.90829226483822,0.0,0.0,0.0,50.0,RF,0,0,0,1,0,sigpid_motodroid_all,SigPID
93.90829226483822,0.0,0.0,0.0,50.0,RF,0,0,0,1,0,sigpid_motodroid_permissions,SigPID
89.48744986147294,66.66666666666666,0.0196656833824975,0.0393197680133687,50.00925522102629,RF,0,0,0,1,0,sigpid_androcrawl_intents,SigPID
