Accuracy,Precision,Recall,F1_Score,RoC_AuC,Modelo,Método LR,Método SigAPI,Método RFG,Método SigPID,Método JOWMDroid,Dataset,Combinação
100.0,100.0,100.0,100.0,100.0,RF,1,0,0,0,0,linear-regression-motodroid_intents,LR
93.06124136790308,50.40035587188611,16.835066864784547,25.23947427043885,57.79810275307404,RF,1,0,0,0,0,linear-regression-androcrawl_all,LR
99.99896621593682,0.0,0.0,0.0,50.0,RF,1,0,0,0,0,linear-regression-androcrawl_permissions,LR
100.0,100.0,100.0,100.0,100.0,RF,1,0,0,0,0,linear-regression-motodroid_api_calls,LR
98.8826815642458,62.68221574344023,84.31372549019608,71.90635451505017,91.7238744493129,RF,1,0,0,0,0,linear-regression-drebin_215_commands,LR
99.8802873104549,94.23076923076924,76.5625,84.48275862068965,88.27123129842373,RF,1,0,0,0,0,linear-regression-drebin_215_permissions,LR
97.18010109071562,91.9298245614035,58.09312638580931,71.19565217391305,78.88383501970529,RF,1,0,0,0,0,linear-regression-drebin_215_intents,LR
80.64666356197192,74.08893346706787,76.53255050941115,75.29091990146947,79.8788293672597,RF,1,0,0,0,0,linear-regression-drebin_215_api_calls_limpo,LR
79.51566762025149,80.62645011600928,44.71370362427622,57.52517588632915,69.94076384917514,RF,1,0,0,0,0,linear-regression-drebin_215_all,LR
95.55174630383544,86.41975308641975,32.008441786844884,46.71457905544148,65.84107945093265,SVM,0,0,0,0,1,selected-features-jowmdroid-motodroid_permissions,JOWMDroid
97.09610056651368,98.48504808325649,73.51032448377582,84.18444907381341,86.68873586541785,SVM,0,0,0,0,1,selected-features-jowmdroid-androcrawl_all,JOWMDroid
97.08989786213456,98.42001316655694,73.50049164208457,84.15423585702224,86.68093134124744,SVM,0,0,0,0,1,selected-features-jowmdroid-androcrawl_api_calls,JOWMDroid
88.52753391859537,94.74912485414237,73.02158273381295,82.47841543930929,85.3235815737448,SVM,0,0,0,0,1,selected-features-jowmdroid-drebin_215_permissions,JOWMDroid
89.4967539180416,52.80898876404494,0.9242871189773844,1.8167761886354847,50.41362342363232,SVM,0,0,0,0,1,selected-features-jowmdroid-androcrawl_permissions,JOWMDroid
96.54713591910053,97.68939393939394,92.85328532853283,95.20996769727736,95.78291113197432,SVM,0,0,0,0,1,selected-features-jowmdroid-drebin_215_all,JOWMDroid
95.81744161131348,73.68421052631578,48.75131902919451,58.67908552074513,73.81093913674799,SVM,0,0,0,0,1,selected-features-jowmdroid-motodroid_all,JOWMDroid
95.31604885365331,67.02954898911354,45.48012662680267,54.191114836546525,72.01448319155863,SVM,0,0,0,0,1,selected-features-jowmdroid-motodroid_api_calls,JOWMDroid
78.03937217345039,73.45243041130037,63.59712230215827,68.1704260651629,75.05520952592084,SVM,0,0,0,0,1,selected-features-jowmdroid-drebin_215_intents,JOWMDroid
89.48641607740974,0.0,0.0,0.0,50.0,SVM,0,0,0,0,1,selected-features-jowmdroid-androcrawl_intents,JOWMDroid
64.90422984836393,51.85136726416329,71.27697841726619,60.031810952056354,66.22101348047775,SVM,0,0,0,0,1,selected-features-jowmdroid-drebin_215_commands,JOWMDroid
93.95249817044774,94.4678407350689,88.83888388838884,91.56693570832174,92.89453692097788,SVM,0,0,0,0,1,selected-features-jowmdroid-drebin_215_api_calls_limpo,JOWMDroid
94.12041997000216,56.52173913043478,15.089693985226871,23.820099944475288,57.16836674071393,SVM,0,0,0,0,1,selected-features-jowmdroid-motodroid_intents,JOWMDroid
97.09610056651368,98.48504808325649,73.51032448377582,84.18444907381341,86.68873586541785,RF,0,0,0,0,1,selected-features-jowmdroid-androcrawl_all,JOWMDroid
64.90422984836393,51.85136726416329,71.27697841726619,60.031810952056354,66.22101348047775,RF,0,0,0,0,1,selected-features-jowmdroid-drebin_215_commands,JOWMDroid
96.3675071518861,98.13569094753028,91.91719171917192,94.92470719464583,95.44677652653404,RF,0,0,0,0,1,selected-features-jowmdroid-drebin_215_api_calls_limpo,JOWMDroid
89.52466608774759,58.07860262008734,1.3077679449360864,2.557938263294547,50.598432388632176,RF,0,0,0,0,1,selected-features-jowmdroid-androcrawl_permissions,JOWMDroid
78.03937217345039,73.45243041130037,63.59712230215827,68.1704260651629,75.05520952592084,RF,0,0,0,0,1,selected-features-jowmdroid-drebin_215_intents,JOWMDroid
94.12041997000216,56.38709677419354,15.37108688005628,24.156992813709238,57.29993639414318,RF,0,0,0,0,1,selected-features-jowmdroid-motodroid_intents,JOWMDroid
96.05742446968074,72.27898711683696,57.22827998593035,63.87907341970946,77.90225006210065,RF,0,0,0,0,1,selected-features-jowmdroid-motodroid_api_calls,JOWMDroid
88.6073423782921,96.07185628742516,72.14028776978417,82.40369799691834,85.20479985787648,RF,0,0,0,0,1,selected-features-jowmdroid-drebin_215_permissions,JOWMDroid
89.48641607740974,0.0,0.0,0.0,50.0,RF,0,0,0,0,1,selected-features-jowmdroid-androcrawl_intents,JOWMDroid
98.07370902078422,91.7167381974249,75.16707703130496,82.62130291900252,87.36335461075367,RF,0,0,0,0,1,selected-features-jowmdroid-motodroid_all,JOWMDroid
97.08989786213456,98.42001316655694,73.50049164208457,84.15423585702224,86.68093134124744,RF,0,0,0,0,1,selected-features-jowmdroid-androcrawl_api_calls,JOWMDroid
98.56962277958884,98.91901795529498,97.1917191719172,98.04776173613004,98.28454679575177,RF,0,0,0,0,1,selected-features-jowmdroid-drebin_215_all,JOWMDroid
97.124491107778,97.59036144578312,54.1329581428069,69.63800904977376,77.0231267999726,RF,0,0,0,0,1,selected-features-jowmdroid-motodroid_permissions,JOWMDroid
89.48744986147294,66.66666666666666,0.0196656833824975,0.0393197680133687,50.00925522102629,SVM,0,0,0,1,0,sigpid_androcrawl_permissions,SigPID
79.19659483905293,75.5677039529016,64.64028776978418,69.67816983326873,76.18886486420826,SVM,0,0,0,1,0,sigpid_drebin_215_intents,SigPID
96.81697886945376,95.14835094868204,73.47099311701082,82.9162736503357,86.51542308515683,SVM,0,0,0,1,0,sigpid_androcrawl_all,SigPID
94.69938813514231,97.48753738783648,87.931654676259,92.46335697399527,93.30098985395897,SVM,0,0,0,1,0,sigpid_drebin_215_permissions,SigPID
93.90829226483822,0.0,0.0,0.0,50.0,SVM,0,0,0,1,0,sigpid_motodroid_permissions,SigPID
93.90829226483822,0.0,0.0,0.0,50.0,SVM,0,0,0,1,0,sigpid_motodroid_all,SigPID
89.48744986147294,100.0,0.0098328416912487,0.0196637498771015,50.004916420845625,SVM,0,0,0,1,0,sigpid_androcrawl_intents,SigPID
67.6443202979516,55.066336200612334,67.93165467625899,60.82615347451485,67.70369141579938,SVM,0,0,0,1,0,sigpid_drebin_215_commands,SigPID
94.33836737409354,95.52845528455283,88.83888388838884,92.0623076205578,93.20057322321512,SVM,0,0,0,1,0,sigpid_drebin_215_all,SigPID
93.07431308628834,93.67260061919504,87.14671467146715,90.29189592464796,91.84794576967197,SVM,0,0,0,1,0,sigpid_drebin_215_api_calls_limpo,SigPID
93.90829226483822,0.0,0.0,0.0,50.0,SVM,0,0,0,1,0,sigpid_motodroid_api_calls,SigPID
96.840755902907,95.3467618561958,73.53982300884955,83.03541689796825,86.5590799617155,SVM,0,0,0,1,0,sigpid_androcrawl_api_calls,SigPID
