Accuracy,Precision,Recall,F1_Score,RoC_AuC,Metodo,Modelo,Dataset
99.67400705209234,99.89126495106925,99.22592259225922,99.5574821638219,99.58130236831198,RFG,RF,rf_output_top_101_features_with_f_classif_drebin_215_all.csv.csv
97.16014897579144,97.90927758073548,94.33453237410072,96.08866904827332,96.57629953445432,RFG,RF,rf_output_top_101_features_with_f_classif_drebin_215_permissions.csv.csv
97.54874651810584,98.57061177815896,60.640168835736894,75.08710801393728,80.29156318666394,RFG,RF,rf_output_top_1201_features_with_f_classif_motodroid_permissions.csv.csv
97.4908935076066,81.73880030372058,75.72986282096377,78.61968230783275,87.31618292210715,RFG,RF,rf_output_top_1401_features_with_chi2_motodroid_api_calls.csv.csv
94.6410970644954,69.52054794520548,21.4210341188885,32.750739446087664,60.4059103101801,RFG,RF,rf_output_top_201_features_with_chi2_motodroid_intents.csv.csv
97.91382376049292,94.39120017425398,85.2212389380531,89.5721372467962,92.31314482657376,RFG,RF,rf_output_top_21_features_with_f_classif_androcrawl_api_calls.csv.csv
94.0655977646198,95.0705586700174,88.53285328532853,91.68530947054435,92.92092221041436,RFG,RF,rf_output_top_21_features_with_f_classif_drebin_215_api_calls_limpo.csv.csv
79.2098962490024,75.5672268907563,64.69424460431654,69.70930232558139,76.21056679350482,RFG,RF,rf_output_top_21_features_with_f_classif_drebin_215_intents.csv.csv
98.71652024855368,96.59468438538204,81.81498417164967,88.59264901923443,90.81394244747403,RFG,RF,rf_output_top_3001_features_with_chi2_motodroid_all.csv.csv
98.18467518504734,96.06876916338152,86.26352015732547,90.90249715055435,92.9243942599432,RFG,RF,rf_output_top_31_features_with_chi2_androcrawl_all.csv.csv
89.5649836662118,63.57142857142857,1.750245821042281,3.406698564593301,50.81620560269554,RFG,RF,rf_output_top_41_features_with_chi2_androcrawl_permissions.csv.csv
89.48848364553612,100.0,0.0196656833824975,0.0393236335037357,50.00983284169125,RFG,RF,rf_output_top_7_features_with_chi2_androcrawl_intents.csv.csv
89.48848364553612,100.0,0.0196656833824975,0.0393236335037357,50.00983284169125,RFG,RF,rf_output_top_7_features_with_f_classif_androcrawl_intents.csv.csv
